193.6925354,214.600341797,33.8738708496,85.8473510742
194.064804077,212.647384644,33.4993743896,93.9979400635
192.840423584,209.599700928,33.955871582,103.999542236
187.996078491,210.174087524,34.9595947266,105.498031616
189.77281189,195.997039795,34.9595947266,105.498016357
189.521759033,213.491622925,35.0004882812,105.314682007
184.769760132,221.568130493,35.1119537354,93.9969024658
185.155426025,222.904190063,35.3051147461,88.0429534912
178.558578491,224.748626709,35.3051147461,88.04296875
184.567703247,232.462112427,37.2508392334,101.150741577
186.293609619,232.283721924,35.5738830566,97.7041931152
187.269866943,233.370376587,35.3221435547,103.376113892
187.81690979,232.649536133,36.1737213135,102.626403809
189.558670044,232.255981445,36.361618042,104.476715088
183.009567261,240.80291748,36.9282989502,99.3909301758
184.778457642,240.00428772,36.2587280273,98.4966278076
184.892654419,234.887680054,36.1526031494,103.352554321
194.250595093,232.982879639,34.0955963135,102.672546387
204.084274292,225.970870972,31.5718078613,105.406509399
210.181854248,211.07484436,32.5062255859,98.7298736572
210.558258057,216.944320679,33.1741333008,97.21925354
210.313949585,215.539382935,34.0327301025,105.466537476
211.589569092,218.028991699,33.8701171875,112.077392578
213.909088135,217.107498169,33.4602661133,110.721176147
221.947845459,223.800689697,34.6145935059,100.786987305
222.875656128,226.493103027,34.4482269287,98.2920837402
223.086181641,228.925460815,35.5891418457,96.618270874
226.412322998,229.725112915,34.8833007812,100.029403687
233.397735596,225.297653198,35.6460876465,102.216690063
237.257522583,226.452072144,35.5276947021,101.877212524
243.897521973,228.126556396,38.7715454102,100.544464111
246.17956543,226.062515259,39.6915588379,106.457382202
253.653625488,225.291015625,39.777923584,103.498321533
256.106536865,224.468887329,39.6886901855,99.6657562256
258.756439209,223.646514893,40.3011474609,102.32711792
266.423126221,224.362335205,39.2643737793,105.448944092
267.20300293,224.395172119,41.4446411133,105.471099854
274.280578613,227.037231445,41.0426330566,102.251983643
274.86529541,228.54083252,41.2569580078,99.829498291
275.321533203,229.975875854,44.6034545898,101.564224243
283.918212891,233.425384521,43.537109375,99.3660583496
285.425323486,233.401168823,44.6581726074,98.0626983643
288.241241455,228.883377075,45.2203063965,99.2970428467
287.937133789,234.19833374,44.1373901367,97.830291748
287.554046631,234.902618408,44.1639709473,93.6905212402
288.710784912,232.799163818,42.1784667969,101.70602417
288.432067871,232.971679688,41.3851318359,98.485534668
287.294281006,231.886016846,41.7086486816,95.6054077148
288.083282471,232.164718628,39.9233703613,93.7925567627
288.54486084,232.448516846,38.231262207,94.0651550293
291.035095215,229.848632812,37.7502746582,92.8817443848
291.364196777,230.340103149,36.1928100586,93.1360931396
291.556518555,233.513946533,36.1928100586,93.1361083984
291.488037109,231.653686523,37.0155639648,99.5497741699
289.594055176,230.812591553,39.2810974121,99.5231933594
281.27331543,227.524215698,39.5698242188,97.4537811279
280.627868652,229.638519287,41.9338684082,96.4656677246
279.445037842,224.977005005,41.6229248047,95.7504119873
276.819671631,226.728561401,41.3113098145,95.0335540771
283.21762085,241.573745728,43.8981628418,96.0036468506
272.647796631,238.571640015,44.5528869629,94.3872833252
277.516723633,240.898956299,44.4811401367,94.2353210449
258.966064453,239.985916138,47.5446777344,93.3641815186
255.703308105,240.71987915,49.1991271973,96.7175598145
254.070388794,238.56552124,48.897567749,96.1247253418
244.340438843,240.382644653,50.3163604736,98.5821685791
