186.873458862,219.059906006,43.5759124756,103.032928467
194.181182861,219.395507812,30.7073669434,72.2106323242
195.20022583,220.218109131,30.4495849609,72.4214782715
195.031066895,220.374557495,30.4632720947,72.1989593506
187.6224823,218.953033447,31.8129119873,76.3243713379
189.144485474,237.80770874,31.0617218018,72.8155822754
190.045501709,237.542816162,30.6128540039,72.1296081543
183.055938721,237.851882935,30.8203125,72.0857391357
183.234146118,237.827682495,30.4946594238,72.4885406494
183.336486816,237.964691162,30.5310668945,72.5833435059
184.326324463,238.229400635,30.6790466309,72.5186462402
192.173034668,238.211166382,30.4482421875,72.0263214111
192.258392334,238.081634521,30.498046875,72.4303894043
192.684738159,236.288848877,32.2924041748,77.1026916504
201.294799805,238.1534729,30.708984375,73.1587524414
201.177871704,237.499725342,32.4752655029,76.8024597168
201.232040405,238.567626953,32.7532653809,77.1304321289
202.171813965,222.291107178,32.4611206055,77.0718078613
203.435272217,193.54927063,43.6875610352,103.064071655
209.962158203,226.073165894,31.0662536621,72.5326385498
210.368637085,225.436767578,30.3244476318,72.8424682617
211.324783325,225.926651001,30.6201477051,72.7058258057
219.178833008,226.20602417,30.5090637207,72.6404724121
219.266311646,244.036605835,30.9660491943,72.92527771
220.612854004,243.497879028,30.171295166,72.9899139404
228.271728516,243.923782349,30.3582763672,71.9083709717
228.569763184,244.149093628,30.1184997559,72.3084869385
229.626342773,243.992172241,30.1324462891,72.6900177002
237.515029907,244.230743408,30.3556060791,72.3022766113
245.38722229,244.007263184,30.3319549561,72.0961914062
246.595611572,243.930114746,30.1850280762,72.7738647461
254.292434692,244.013366699,30.4380645752,72.021484375
255.548538208,243.897277832,30.2364959717,72.8093261719
263.047119141,243.958114624,30.6433410645,71.7827301025
263.461669922,243.748474121,30.3321533203,72.8511962891
271.044067383,243.894897461,30.6191711426,71.8101196289
271.456512451,243.739318848,30.3049621582,72.8129272461
272.630157471,243.63684082,30.1975402832,72.9663085938
280.307098389,243.774765015,30.4840393066,72.3209991455
281.625640869,243.950469971,30.1586914062,72.7590637207
289.386260986,244.037963867,30.2742614746,72.1077575684
290.345031738,244.393432617,30.547668457,72.7081298828
291.489013672,244.977508545,30.4768676758,73.1806945801
292.540740967,245.843505859,30.3667297363,73.2597351074
293.509094238,245.963348389,30.3410644531,73.0422058105
294.35723877,246.188537598,30.3840942383,72.410949707
295.005126953,246.098434448,30.6131591797,72.0238800049
294.87210083,246.154907227,30.7168884277,71.9301147461
294.781982422,246.313690186,30.7229614258,71.965423584
288.323059082,245.584869385,30.3805541992,73.2018432617
289.404937744,246.10168457,30.3050231934,72.5404663086
289.981750488,246.025939941,30.62109375,72.0569152832
283.544433594,245.375976562,30.4298095703,73.2085266113
284.321258545,245.612823486,30.4351501465,72.7639160156
285.147003174,245.98399353,30.4538269043,72.14112854
285.06930542,246.019500732,30.5136413574,72.065032959
284.941955566,246.080032349,30.6326904297,72.0098724365
278.460266113,245.589355469,30.356842041,73.217956543
279.438873291,246.201766968,30.2729187012,72.4514007568
279.787445068,246.661682129,30.7588195801,71.5671386719
273.001190186,246.081848145,30.5223999023,72.3458251953
272.84552002,246.59916687,30.7946472168,71.6701202393
265.91696167,246.137420654,30.5137939453,72.1764831543
258.97454834,246.39956665,30.8250732422,72.4301452637
258.870452881,247.56036377,30.7608947754,71.9305419922
251.787780762,247.854690552,30.7766723633,72.5985565186
244.87197876,248.215408325,30.9740905762,72.4995574951
244.874038696,248.635009766,30.6839447021,72.250213623
237.697540283,249.269134521,31.0735778809,72.5475158691
230.946578979,250.034454346,30.8945465088,72.5090026855
230.870040894,250.359725952,30.9065093994,72.2601165771
223.63458252,249.933197021,30.8713378906,72.4864196777
216.624893188,249.799957275,30.8530578613,72.4592590332
208.968444824,231.55847168,31.7918548584,78.470703125
196.803619385,236.055908203,43.6807861328,102.880432129
195.979949951,232.338592529,31.7886047363,78.3448791504
183.817626953,237.013916016,43.6758728027,102.947631836
182.854446411,233.488098145,31.8482208252,78.2235717773
176.945800781,254.262695312,30.4493255615,72.938659668
169.868133545,254.496292114,30.5812988281,72.6437835693
163.287094116,254.487487793,30.3933868408,72.9022216797
162.917800903,254.591308594,30.5948944092,72.0539550781
155.82270813,254.618850708,30.5387420654,71.7400360107
149.061950684,237.543777466,30.5695800781,72.8312225342
142.323669434,237.649627686,30.4595031738,73.2099304199
142.790618896,238.264328003,30.7990722656,71.9976348877
136.212249756,237.638717651,30.4906311035,73.1745758057
135.81312561,238.189544678,30.7957305908,71.9839172363
129.128677368,237.675888062,30.4719390869,73.1681365967
128.798049927,238.320648193,30.8421630859,71.9171447754
122.072174072,237.857330322,30.458114624,72.8761901855
121.989379883,238.382659912,30.721786499,72.1143493652
115.388458252,237.498565674,30.4905090332,73.2969665527
116.074249268,237.821014404,30.5335235596,72.295135498
115.993774414,222.568511963,30.587677002,71.9283447266
115.816818237,223.564956665,30.7688751221,71.8618621826
115.800384521,223.478118896,30.7774047852,71.8892822266
115.807098389,223.511444092,30.8265686035,71.8127746582
115.975402832,223.437484741,30.7162780762,72.0424041748
116.149810791,223.257720947,30.5906677246,72.376953125
116.245429993,223.276077271,30.5853042603,72.4822235107
117.32131958,223.921112061,30.4606018066,72.9452819824
118.105514526,223.844223022,30.4765930176,72.2064056396
118.31439209,223.565887451,30.4809112549,72.8982543945
119.285346985,208.498397827,30.9070663452,72.4891204834
127.165893555,209.164672852,30.4528808594,72.1335449219
127.192840576,209.093475342,30.4623413086,72.1657409668
127.536834717,208.715179443,30.3009643555,73.1413269043
135.147705078,209.14654541,30.5357971191,72.1347351074
135.391693115,209.090637207,30.4360961914,72.8678588867
143.099578857,210.165328979,30.4912109375,72.1525421143
143.363311768,210.228851318,30.4228210449,72.5579528809
144.611602783,210.548217773,30.2329406738,73.3862304688
152.074752808,210.784423828,30.5612792969,71.8466796875
152.069702148,210.598953247,30.604095459,72.3554840088
159.202896118,194.656036377,30.4103546143,72.7074279785
159.402145386,194.990722656,30.4996185303,72.9442749023
160.571868896,194.704360962,30.4474182129,73.094039917
168.324783325,195.00680542,30.3889465332,72.3111572266
169.430831909,194.947616577,30.4601593018,72.9636993408
177.229507446,195.153427124,30.4139556885,72.2996063232
177.435775757,194.981506348,30.5187683105,73.200378418
185.157745361,196.008682251,30.4809570312,72.3926849365
185.398406982,195.987518311,30.3024902344,72.7102355957
186.490325928,195.31098938,30.3650054932,73.4747161865
194.115585327,195.546295166,30.3640136719,71.9844665527
194.137130737,195.588653564,30.5311126709,72.3873596191
194.550079346,195.208480835,30.4582977295,73.1207427979
202.171661377,195.505310059,30.3580627441,71.9406738281
202.150634766,194.775253296,30.4665222168,72.5027618408
202.490219116,194.432342529,30.2867736816,73.3073730469
